"","ensembl_gene_id","baseMean","log2FoldChange","pvalue","padj","external_gene_name","FoldChange","FC"
"14657","ENSG00000179057",20.8591067954724,1.20065509450412,0.000733368539324842,0.00505276781501771,"IGSF22",2.298440141671,2.298440141671
"14663","ENSG00000179082",17.1070253855811,1.18206386511213,0.00133376906461533,0.00815979544483922,"C9orf106",2.26901141206984,2.26901141206984
"14751","ENSG00000179546",101.565227861911,-1.3473245609249,0.00671136147245305,0.0301627751125436,"HTR1D",0.393020218958678,-2.54439835856165
"14785","ENSG00000179772",109.863864969001,1.24435550176559,6.71386371873912e-05,0.000715033633523061,"FOXS1",2.3691269403112,2.3691269403112
"14832","ENSG00000179981",3287.14169403611,1.10563269900341,2.06619850732552e-06,3.92224855166688e-05,"TSHZ1",2.1519323115176,2.1519323115176
"14980","ENSG00000180801",426.133783201329,1.13099161926757,1.61283269161051e-06,3.19289806996139e-05,"ARSJ",2.19009221912698,2.19009221912698
"14996","ENSG00000180875",3075.09586479609,-1.18149344698095,0.00220074582710339,0.0122972972934327,"GREM2",0.440894856928564,-2.26811445923041
"15258","ENSG00000182261",172.121686978746,-2.51031169386028,1.97995679979723e-16,7.15933294885718e-14,"NLRP10",0.175517684823852,-5.69743157792668
"15291","ENSG00000182389",150.434584189455,2.04195870928691,3.16046473554729e-15,8.24798849071697e-13,"CACNB4",4.11804247144447,4.11804247144447
"15344","ENSG00000182621",944.67567028967,1.10649312131386,5.16105933014486e-10,3.38935913821242e-08,"PLCB1",2.15321610522756,2.15321610522756
"15461","ENSG00000183117",821.032082340437,1.38437752846117,0.000156817685689467,0.00143077490568196,"CSMD1",2.61059295324526,2.61059295324526
"15605","ENSG00000183668",317010.484803183,-1.73926146689595,3.42508000224128e-05,0.000411832936807954,"PSG9",0.299522966358162,-3.33864214874337
"15831","ENSG00000184574",377.212252495502,2.1044925658317,1.06969286628928e-09,6.36976632997496e-08,"LPAR5",4.30046470811827,4.30046470811827
"15854","ENSG00000184672",5.06428461816421,2.17996558251359,0.000103783765455021,0.00102831243606342,"RALYL",4.53142743642222,4.53142743642222
"15938","ENSG00000185022",26626.1850010268,-1.01757537798529,0.00460295716697625,0.0224542850870102,"MAFF",0.493945790197639,-2.02451366090169
"15947","ENSG00000185046",313.24111296253,1.72918892941994,7.91075165920957e-07,1.72166409569396e-05,"ANKS1B",3.31541376250021,3.31541376250021
"16033","ENSG00000185361",2642.79116311257,-1.0622824472776,1.81746225850228e-06,3.52590027809763e-05,"TNFAIP8L1",0.478873847192449,-2.08823264386397
"16069","ENSG00000185532",655.8165375028,1.44810715120557,2.24797707163858e-14,4.96075646132478e-12,"PRKG1",2.72849831204861,2.72849831204861
"16090","ENSG00000185633",1008.67439657025,1.34739501948225,1.3087982733108e-06,2.64866175176019e-05,"NDUFA4L2",2.54452262530575,2.54452262530575
"16128","ENSG00000185774",104.912923548284,1.03767904610953,1.18851870130937e-05,0.000169533380530878,"KCNIP4",2.05292233052586,2.05292233052586
"16364","ENSG00000186642",102.269975803825,2.21167736992907,4.06664869179676e-13,6.25888515580535e-11,"PDE2A",4.63213522396774,4.63213522396774
"16776","ENSG00000188404",667.003605012609,-1.69281626268687,1.42645191941509e-12,1.89427765510999e-10,"SELL",0.309322511550601,-3.23287172015741
"16943","ENSG00000189052",623274.351733114,-1.95411187336478,1.83000640167751e-05,0.000245626798421938,"CGB5",0.258079620386208,-3.87477321341194
"17037","ENSG00000189420",132.485934977485,1.89443687858621,3.32210031336384e-10,2.25572114490216e-08,"ZFP92",3.71776834548399,3.71776834548399
"17146","ENSG00000196358",56.4562582132697,1.10873192765094,0.00239880492505883,0.0131670262475292,"NTNG2",2.15656010797511,2.15656010797511
"17211","ENSG00000196517",371.563892422514,-1.35246863393898,7.50335067841622e-14,1.40744100350392e-11,"SLC6A9",0.391621361546208,-2.55348685794814
"17530","ENSG00000197558",742.800152869577,1.12832448705889,7.73748149010803e-06,0.00011792626213964,"SSPO",2.18604710270255,2.18604710270255
"17579","ENSG00000197705",21.0812434250345,1.5441323578161,0.000340338079327009,0.00269520676028592,"KLHL14",2.9162862955179,2.9162862955179
"17686","ENSG00000198019",178.409097725746,1.43016246619918,0.000531123134999016,0.00391167301290564,"FCGR1B",2.69477060281419,2.69477060281419
"17787","ENSG00000198353",401.647914563373,1.35697372156731,2.3149688708773e-09,1.22967868588973e-07,"HOXC4",2.56147306545988,2.56147306545988
"18013","ENSG00000198910",184.247087854318,-1.26114810246711,0.000238223116005681,0.0020147708407793,"L1CAM",0.417211808746911,-2.39686408446464
"18041","ENSG00000198959",258153.006140789,-1.20985322717463,0.000123551737772724,0.00118316361009412,"TGM2",0.432312594812146,-2.31314102804369
"19874","ENSG00000204252",86.3520901930395,1.48152211511674,0.00200306676653248,0.0114158829846511,"HLA-DOA",2.79243193383518,2.79243193383518
"19905","ENSG00000204335",70.9569520521923,2.01031320305236,4.44027054707912e-06,7.42044516861331e-05,"SP5",4.02869671848448,4.02869671848448
"19972","ENSG00000204482",371.752500946822,1.34065083879195,0.000262813212392421,0.00218370712356626,"LST1",2.53265547971691,2.53265547971691
"20026","ENSG00000204613",53.9524380135896,-1.13079300998295,0.00357703634111355,0.0182514478353228,"TRIM10",0.456664640058249,-2.1897907398139
"20145","ENSG00000204941",198494.323036606,-1.69779844894763,2.4220670861637e-06,4.46505389373127e-05,"PSG5",0.308256143141736,-3.24405538137224
"22217","ENSG00000213030",554635.108496205,-1.84276995409644,8.22625251059321e-05,0.000847823799271715,"CGB8",0.278786005146975,-3.5869806286467
"23258","ENSG00000215397",4.96367352703534,1.58077900662623,0.000948166029203939,0.00622541213486516,"SCRT2",2.99131326946795,2.99131326946795
"24181","ENSG00000221826",452800.289691726,-1.87696002681863,8.67022921831495e-07,1.85732276445445e-05,"PSG3",0.272256797229726,-3.67300287880862
"30560","ENSG00000231924",511639.052408317,-1.6466166393129,1.53092921717552e-05,0.000209896060602429,"PSG1",0.319388298100535,-3.13098509227544
"33154","ENSG00000235718",6.32442778969383,1.28872414548915,0.00523769295181695,0.0247900395631494,"MFRP",2.44311901532893,2.44311901532893
"36555","ENSG00000242574",428.965968823726,2.14110978854391,2.21834036025839e-11,2.02978142963643e-09,"HLA-DMB",4.41101231586315,4.41101231586315
"36782","ENSG00000243130",63239.6061730894,-1.25918015015169,0.00452712245066689,0.0221657646531372,"PSG11",0.41778130761373,-2.39359679759673
"36785","ENSG00000243137",479008.452291538,-1.27467062230251,0.00758511513818571,0.0331994614181937,"PSG4",0.413319512135714,-2.41943574072459
"37434","ENSG00000244682",934.985610903085,2.65452997580376,1.97221874864378e-11,1.84393237022732e-09,"FCGR2C",6.29641213280745,6.29641213280745
"51422","ENSG00000271503",699.842280378201,-1.44692966254076,4.63072021336744e-06,7.63191515890081e-05,"CCL5",0.366801218710117,-2.72627229406863
